canonical_paper_id,title,venue,year,paper_type,doi
blanchflower-freeman_1998_why-youth-unemployment-will-be-hard-to-reduce,Why Youth Unemployment Will Be Hard to Reduce,Policy Options (Options Politiques),1998,published,
blanchflower-freeman_2000_declining-economic-status-of-young-workers-in-oecd-countries,Declining Economic Status of Young Workers in OECD Countries,Youth Employment and Joblessness in Advanced Countries,2000,published,
blanchflower-freeman_2000_introduction,Introduction,Youth Employment and Joblessness in Advanced Countries,2000,published,
blanchflower-katz-loveman_1995_a-comparison-of-changes-in-the-structure-of-wages-in-four-oe,A Comparison of Changes in the Structure of Wages in Four OECD Countries,Differences and Changes in Wage Structures,1995,published,
blanco-cutler-daepp-graves-sportiche_2024_can-fair-share-policies-expand-neighborhood-choice-evidence-,Can Fair Share Policies Expand Neighborhood Choice? Evidence From Bypassing Exclusionary Zoning Under Massachusetts Chapter 40B,"Housing Policy Debate, May",2024,published,
blank-freeman_1994_evaluating-the-connection-between-social-protection-and-econ,Evaluating the Connection Between Social Protection and Economic Flexibility,Social Protection vs Economic Flexibility: Is There a Trade-off?,1994,published,
blark-freeman_1980_how-elastic-is-the-demand-for-labor,How Elastic is the Demand for Labor?,Review of Economics and Statistics,1980,published,
blasi-buchele-freeman-kruse-mackin-rogers-scharf_2003_motivating-employeeowners-in-esop-firms-human-resource-polic,Motivating Employee-Owners in ESOP Firms: Human Resource Policies and Company Performance,Advances in the Economic Analysis of Participatory and Self-managed Firms,2003,published,
blasi-freeman-kruse-mackin_2006_creating-a-bigger-pie-the-effects-of-employee-ownership-prof,"Creating a Bigger Pie? The Effects of Employee Ownership, Profit Sharing, and Stock Options on Workplace Performance",Shared Capitalism Research Conference,2006,published,
blasi-freeman-kruse-mackin_2010_creating-a-bigger-pie-the-effects-of-employee-ownership-prof,"Creating a Bigger Pie? The Effects of Employee Ownership, Profit Sharing, and Stock Options on Workplace Performance","Shared Capitalism at Work: Employee Ownership, Profit and Gain Sharing, and Broad-based Stock Options",2010,published,
blasi-freeman-kruse-xu_2024_employee-ownership-employment-and-workfromhome-in-the-covid1,"Employee Ownership, Employment, and Work-from-Home in the Covid-19 Shock to the US Job Market, NBER WP 33310",,2024,working,
blasi-freeman-kruse_2004_monitoring-colleagues-at-work-employee-ownership-profit-shar,"Monitoring Colleagues at Work: Employee Ownership, Profit Sharing, Peer Pressure, and Workplace Performance in the United States",ASSA Meetings,2004,published,
blasi-freeman-kruse_2006_do-workers-gain-by-sharing-employee-outcomes-under-employee-,"Do Workers Gain by Sharing? Employee Outcomes Under Employee Ownership, Profit Sharing, and Broad-based Stock Options",Shared Capitalism Research Conference,2006,published,
blasi-freeman-kruse_2006_shared-capitalism-at-work-impacts-and-policy-options,Shared Capitalism at Work: Impacts and Policy Options,"America at Work: Choices and Challenges,(",2006,published,
blasi-freeman-kruse_2007_do-workers-gain-by-sharing-employee-outcomes-under-employee-,"Do Workers Gain by Sharing? Employee Outcomes Under Employee Ownership, Profit Sharing, and Broad-based Stock Options",Shared Capitalism: The Economic Issues,2007,published,
blasi-freeman-kruse_2007_worker-responses-to-shirking,Worker Responses to Shirking,Shared Capitalism: The Economic Issues,2007,published,
blasi-freeman-kruse_2008_the-same-yet-different-worker-reports-on-labor-practices-and,The Same Yet Different: Worker Reports on Labor Practices and Outcomes in a Single Firm Across Countries,International Comparison of the Structure of Wages,2008,published,
blasi-freeman-kruse_2015_capitalism-for-the-rest-of-usnew-york-times-oped-july-17-201,"Capitalism for the Rest of Us,""New York Times Op-Ed, July 17, 2015. Kruse, New York Times Op-Ed, July 17, 2015. ""Capitalism for the Rest of Us,"" Joseph R. Blasi, Richard B. Freeman, and Douglas L. Kruse, New York Times Op-Ed, July 17, 2015",,2015,working,
blasi-freeman-kruse_2016_do-broadbased-employee-ownership-profit-sharing-and-stock-op,"Do Broad-based Employee Ownership, Profit Sharing, and Stock Options Help the Best Firms Do Even Better?",British Journal of Industrial Relations,2016,published,
blasi-freeman-kruse_2016_evidence-what-the-us-research-shows-about-worker-ownership,Evidence: What the U.S. Research Shows about Worker Ownership,"Oxford Handbook of Mutual, Co-operative and Co-Owned Business",2016,published,
blasi-freeman-kruse_2017_having-a-stake-evidence-and-implications-for-broadbased-empl,Having a Stake: Evidence and Implications for Broad-based Employee Stock Ownership and Profit Sharing,,2017,working,
blasi-freeman-kruse_2018_broadbased-employee-stock-ownership-and-profit-sharing-histo,"Broad-based Employee Stock Ownership and Profit Sharing: History, Evidence, and Policy Implications",Journal of Participation and Employee Ownership,2018,published,
blasi-freeman-kruse_2018_journal-of-participation-and-employee-ownership-jpeo-in-the-,Journal of Participation and Employee Ownership (JPEO) in the Changing World of Participative Work Practices and Pay,Journal of Participation and Employee Ownership,2018,published,
blasi-shleifer_1996_corporate-governance-in-russia-an-initial-look,Corporate Governance in Russia: An Initial Look,Corporate Governance in Central Europe and Russia: Volume 2. Insiders and the State,1996,published,
blei-cunnigham-miller-mullainathan-obermeyer)_2018_a-probabilistic-model-of-cardiac-physiology-and-electrocardi,"A Probabilistic Model of Cardiac Physiology and Electrocardiograms,",,2018,working,
bleichrodt-kothyial-prelec-wakker_2013_compound-invariance-implies-prospect-theory-for-simple-prosp,Compound Invariance Implies Prospect Theory for Simple Prospects,Journal of Mathematical Psychology,2013,published,
bleichrodt-loon-prelec_2022_betadelta-or-deltatau-a-reformulation-of-quasihyperbolic-dis,Beta-delta or delta-tau? A reformulation of quasi-hyperbolic discounting,Management Science,2022,published,
bloom-freeman-korenman_1987_the-labourmarket-consequences-of-generational-crowding,The Labour-Market Consequences of Generational Crowding,European Journal of Population,1987,published,
bloom-freeman_1986_population-growth-labor-supply-and-employment-in-developing-,"Population Growth, Labor Supply, and Employment in Developing Countries",Population Growth and Economic Development,1986,published,
bloom-freeman_1986_the-effects-of-rapid-population-growth-on-labor-supply-and-e,The Effects of Rapid Population Growth on Labor Supply and Employment in Developing Countries,Population and Development Review,1986,published,
bloom-freeman_1986_the-youth-labour-market-problem-age-or-generational-crowding,The Youth Labour Market Problem: Age or Generational Crowding?,OECD Employment Outlook: 1986,1986,published,
bloom-freeman_1988_economic-development-and-the-timing-and-components-of-popula,Economic Development and the Timing and Components of Population Growth,Journal of Policy Modelling,1988,published,
bloom-freeman_1992_the-fall-in-private-pension-coverage-in-the-us,The Fall in Private Pension Coverage in the U.S,American Economic Review,1992,published,
blumenthal-cutler-stremikis_2013_health-care-spendinga-giant-slain-or-sleeping,Health Care Spending—A Giant Slain or Sleeping?,New England Journal of Medicine,2013,published,
blumer-corrado-kleinberg-mullainathan-obermeyer)-raghu_2019_the-algorithmic-automation-problem-prediction-triage-and-hum,"The Algorithmic Automation Problem: Prediction, Triage, and Human Effort,",,2019,working,
blumer-kleinberg-mullainathan-obermeyer)-raghu-sayres_2019_direct-uncertainty-prediction-for-medical-second-opinions,"Direct Uncertainty Prediction for Medical Second Opinions,","International Conference on Machine Learning (ICML), 2019",2019,published,
bodie-friedman_1978_interest-rate-uncertainty-and-the-value-of-bond-call-protect,Interest Rate Uncertainty and the Value of Bond Call Protection,Journal of Political Economy,1978,published,
bodner-prelec_2002_selfsignaling-in-a-neocalvinist-model-of-everyday-decision-m,Self-signaling in a neo-Calvinist model of everyday decision making,"Psychology and Economics, Vol II, I. Brocas and J. Carillo (eds.), Oxford University Press",2002,published,
bodner-prelec_2003_selfsignaling-and-selfcontrol,Self-signaling and self-control,Time and Decision,2003,published,
bohm-maskin-polemarchakis-postlewaite_1983_monopolistic-quantity-rationing,Monopolistic Quantity Rationing,Quarterly Journal of Economics,1983,published,
bojinov-rambachan-shephard_2021_panel-experiments-and-dynamic-causal-effects-a-finite-popula,Panel Experiments and Dynamic Causal Effects: A Finite Population Perspective,Quantitative Economics,2021,published,
bojinov-shephard_2019_time-series-experiments-and-causal-estimands-exact-randomiza,Time series experiments and causal estimands: exact randomization tests and trading,Journal of the American Statistical Association,2019,published,
bolhuis-cramer-schulz-summers_2024_the-cost-of-money-is-part-of-the-cost-of-living,The Cost of Money is Part of the Cost of Living,,2024,working,
bolhuis-cramer-summers_2022_comparing-past-and-present-inflation,Comparing Past and Present Inflation,,2022,working,
bolhuis-cramer-summers_2022_the-coming-rise-in-residential-inflation,The Coming Rise in Residential Inflation,,2022,working,
bondarenko-cutler-ghosh-messer-pape-perraillon-raghunathan-rosen-stewart_2017_strengthening-national-data-to-better-measure-what-we-are-bu,Strengthening National Data to Better Measure What We Are Buying in Health Care: Reconciling National Health Expenditures with Detailed Survey Data,,2017,working,
bondarenko-cutler-ghosh-messer-raghunathan-rosen-stewart_2020_attributing-medical-spending-to-conditions-a-comparison-of-m,Attributing Medical Spending to Conditions: A Comparison of Methods,PLoS ONE,2020,published,
booth-freeman-meng-zhang_2020_trade-unions-and-the-welfare-of-ruralurban-migrant-workers-i,"Trade Unions and the Welfare of Rural-Urban Migrant Workers in China"", Booth, Alison L., Richard B. Freeman, Xin Meng and James Zhang. CEPR Discussion paper No. DP15350",,2020,working,
booth-freeman-meng-zhang_2021_trade-unions-and-the-welfare-of-ruralurban-migrant-workers-i,"Trade Unions and the Welfare of Rural-Urban Migrant Workers in China,"" Industrial and Labor Relations Review, (April 21) 2021",,2021,working,
bordalo-burro-coffman-gennaioli-shleifer_2025_imagining-the-future-memory-simulation-and-beliefs,"Imagining the Future: Memory, Simulation, and Beliefs",Review of Economic Studies,2025,published,
bordalo-burro-gennaioli-nacamulli-shleifer_nodate_ads-as-cues,Ads as Cues,,,working,
bordalo-coffman-gennaioli-schwerter-shleifer_2021_memory-and-representativeness,Memory and Representativeness,,2021,working,
bordalo-coffman-gennaioli-shleifer_2016_stereotypes,Stereotypes,Quarterly Journal of Economics,2016,published,
bordalo-coffman-gennaioli-shleifer_2019_beliefs-about-gender,Beliefs about Gender,American Economic Review,2019,published,
bordalo-coffman-gennaioli-shleifer_2020_older-people-are-less-pessimistic-about-the-health-risks-of-,Older People are Less Pessimistic About the Health Risks of Covid-19,,2020,working,
bordalo-conlon-gennaioli-kwon-shleifer_2023_memory-and-probability,Memory and Probability,Quarterly Journal of Economics,2023,published,
bordalo-conlon-gennaioli-kwon-shleifer_2026_how-people-use-statistics,How People Use Statistics,,2026,working,
bordalo-gennaioli-kwon-shleifer_2021_diagnostic-bubbles,Diagnostic Bubbles,Journal of Financial Economics,2021,published,
bordalo-gennaioli-lanzani-shleifer_2025_a-cognitive-theory-of-reasoning-and-choice,A Cognitive Theory of Reasoning and Choice,,2025,working,
bordalo-gennaioli-laporta-obrien-shleifer_2024_long-term-expectations-and-aggregate-fluctuations,Long Term Expectations and Aggregate Fluctuations,NBER Macroeconomics Annual,2024,published,
bordalo-gennaioli-laporta-shleifer_2019_diagnostic-expectations-and-stock-returns,Diagnostic Expectations and Stock Returns,Journal of Finance,2019,published,
